nid,nguid,nmod,nusn,ntags,nflds,nmodel
1656097819051,e~r-]R8MWa,1662773862,0,[],"['perish', '[sound:perish_us_1.mp3]', 'zugrunde gehen', 'sterben<br>umkommen<br>untergehen<br>verderben<br>', 'Middle English: from Old French periss-, lengthened stem of perir, from Latin perire ‘pass away’, from per- ‘through, completely’ + ire ‘go’<br>', '7', 'what [i want] [to do].', 'a great part of his army perished of hunger and disease<br>', 'http://perish.urbanup.com/13491876', 'Me: [I wanna] perish.', '', '']",English old
1656097870429,u|zVo&R[PV,1662773862,0,[],"['to loom', '[sound:loom_us_1.mp3]', 'sich abzeichnen', 'abzeichnen<br>sich auftürmen', 'Old English gelōma ‘tool’, shortened to lome in Middle English<br>', '7', 'A [mechanical] device by which one creates<br>[cloth] from [weaving] together threads', 'tweed was traditionally hand-woven on a loom<br>local flax was woven into linen using a loom<br>', 'http://loom.urbanup.com/456286', 'Penelope spent her days weaving a [shroud]<br>for [Laertes], and her nights [unraveling] the cloth she had made.', '', '']",English old
1656097998090,"k,V&a}b0xs",1656097998,1546,[],"['Was Tödlichkeit und Aussterben von Menschen angeht ist der schwarze Tod nichts gegenüber {{c1::dem ""great dying of americas""&nbsp; (wo mehr als 90% der Bevölkerung durch eingeschleppte Krankheiten umgekommen sind)}}', '']",Lückentext
1656098096482,m{nj/t{Z2i,1662773862,0,[],"['inoculation', '[sound:inoculation_us_1.mp3]', 'Impfung', 'Beimpfung<br>Nachpflege<br>Bindenschutz<br>', '', '8', 'Controlled exposure to an [infectious] agent (virus/[bacteria]) to build [immunity] to the agent.<br><br>Also, controlled exposure to an infectious idea or propaganda, so as to build up resistance to the idea.', 'inoculation against flu was readily available<br>a course of inoculations<br>', 'http://inoculate.urbanup.com/12128192', 'Bob is a [staunch] [democrat] and liberal but will often [show up] at Republican rallies to inoculate himself...', '', '']",English old
1656098867049,ldO<_YkJ{k,1662773862,0,[],"['pervade', '[sound:pervade_us_1.mp3]', 'durchdringen', 'durchziehen<br>ausfüllen<br>füllen<br>', 'mid 17th century (also in the sense ‘traverse’): from Latin pervadere, from per- ‘throughout’ + vadere ‘go’<br>', '9', 'To be [present] [throughout]; [permeate]', 'a smell of stale cabbage pervaded the air<br>', 'http://pervade.urbanup.com/1450358', '[Jesus Christ] pervades every [aspect] of [my life].', '', '']",English old
1656098968873,hUqQClRF&r,1656098968,1548,[],"['Wo kommt mythologisch gesehen die Kasten her?', 'Das sind die Körperteile dem Gott Purusha, der das Universum durchdrungen hat']",Einfach
1656099330893,mOW=2{]y9g,1656159371,1557,[],"['{{c2::Dharma}} beschreibt im Hinduismus {{c1::die hinduistische Ethik bzw. den Lebensweg den man gehen soll (hängt von Kaste ab)}}', '<img src=""280px-MonWheel.jpg"">']",Lückentext
1656099490569,zP%&x>2Qvg,1656099490,1548,[],"['{{c1::Mahabharata}} ist {{c2::der bekannteste indische Epos.}} Er is ungefähr im Jahre {{c3::0}} aufgeschrieben wurden. Er beschäftigt sich mit {{c4::dem komplizierten Krieg zweier Königreiche}}', '']",Lückentext
1656100168898,zwi?K6Oi|e,1662773862,0,[],"['scoop', '[sound:scoop_us_1.mp3]', 'Kugel', 'Schaufel<br>Knüller<br>schöpfen<br>', 'Middle English (originally denoting a utensil for pouring liquids): from Middle Dutch, Middle Low German schōpe ‘waterwheel bucket’; from a West Germanic base meaning ‘draw water’; related to the verb shape<br>', '5', '[Cali] term meaning [to pick] someone or [some people] up.', 'the powder is packed in tubs in which a measuring scoop is provided<br>', 'http://scoop.urbanup.com/36519', ""Yeh, [aightz] bro!  [I'm down] for that shit!  You want me to [SCOOP you] up?"", '', '']",English old
1656100297612,OWZ__JI_Qi,1656100297,1548,[],"['Ein Grund warum Indien {{c2::so schwer zu vereinigen war}} findet sich im Hinduismus: Denn im Hinduismus ist {{c1::jeder Pfad zur Erlösung individuell durch das erfüllen des eigenen Dharmas, nicht durch gemeinsame Anbetungen etc.}}', '']",Lückentext
1656100429768,MRkw].M]HE,1656100429,1548,[],"['Im Hinduismus versteht man unter {{c1::Moksha}} {{c2::das Befreien vom eigenen Wiederbelebungszyklus (Samsara) und damit der Eintritt ins Nirvana}}', '']",Lückentext
1656100801864,o&*8i%nopT,1656100801,1548,[],"['Die vier Wahrheiten des Buddhismus lauten:<div>[[oc1::1.: Alles Leben ist Leiden]]</div><div>[[oc2::2.: Der Grund des Leidens ist die Begierde]]</div><div>[[oc3::3.: Um aufhören zu leiden, musst du dich von allen Begierden loslösen]]</div><div>[[oc4::4.: Folge dem achtfachen Pfad um dich von der Begierde zu lösen]]</div>', '', '', '', '1,1,0 | n,n,n,n', 'Die vier Wahrheiten des Buddhismus lauten:<div>{{c1::1.: Alles Leben ist Leiden}}</div><div>...</div><div>...</div><div>...</div>', 'Die vier Wahrheiten des Buddhismus lauten:<div>1.: Alles Leben ist Leiden</div><div>{{c2::2.: Der Grund des Leidens ist die Begierde}}</div><div>...</div><div>...</div>', 'Die vier Wahrheiten des Buddhismus lauten:<div>...</div><div>2.: Der Grund des Leidens ist die Begierde</div><div>{{c3::3.: Um aufhören zu leiden, musst du dich von allen Begierden loslösen}}</div><div>...</div>', 'Die vier Wahrheiten des Buddhismus lauten:<div>...</div><div>...</div><div>3.: Um aufhören zu leiden, musst du dich von allen Begierden loslösen</div><div>{{c4::4.: Folge dem achtfachen Pfad um dich von der Begierde zu lösen}}</div>', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'Die vier Wahrheiten des Buddhismus lauten:<div>{{c21::1.: Alles Leben ist Leiden}}</div><div>{{c21::2.: Der Grund des Leidens ist die Begierde}}</div><div>{{c21::3.: Um aufhören zu leiden, musst du dich von allen Begierden loslösen}}</div><div>{{c21::4.: Folge dem achtfachen Pfad um dich von der Begierde zu lösen}}</div>']",Cloze (overlapping)
1656100970455,DIUwSc5Rw/,1656100970,1548,[],"['Ein gutes Beispiel wie der Weg zum {{c2::Moksha}} geht ist das Spiel {{c3::Leiterspiel}}, was aus {{c1::Indien}} kommt', '<img src=""Snakes_and_ladders1.JPG"">']",Lückentext
1656101035734,Du.i%PT.Xf,1656101035,1548,[],"['Der Buddhismus war am Anfang vor allem beliebt bei {{c1::niedrig-kastigen Hindus, da sie auch in diesem Leben schon Erlösung bekommen konnten::wem und Grund?}}', '']",Lückentext
1656101136453,F?rdjvg4fB,1662773862,0,[],"['capricious', '[sound:capricious_us_1.mp3]', 'unberechenbar', 'launisch<br>launenhaft<br>zickig<br>', 'early 17th century: from French capricieux, from Italian (see capriccioso)<br>', '8', '[Unpredictable], [willful], [whimsical].', ""it's terrible to feel our livelihood hinges on a capricious boss<br>a capricious climate<br>"", 'http://capricious.urbanup.com/343028', '[The pop] star [Madonna] has changed her image so many times that each new transformation now appears capricious rather than [purposeful].', '', '']",English old
1656101468497,v[zJ1[spR`,1656101468,1548,[],"['Der Herrscher {{c1::Ashoka}} hat aufgrund {{c2::seiner Treue zum Buddhismus}} überall sogenannte {{c3::Stupas}} gebaut', '<img src=""Stupa.png"">']",Lückentext
1656101633679,yevrdYF-+G,1656101633,1548,[],"['Wie steht der Hinduismus zum Buddhismus?', 'Es sieht ihn als ein Gott (von vielen) an']",Einfach
1656110188886,"d,?6BjRFPG",1656121172,1557,[],"['{{c1::Das&nbsp;Arthashastra}} ist {{c2::ein Staatsrechtslehrbuch des Alten Indien. Es gilt als das bedeutendste Werk der altindischen Staatstheorie und eines der großen Werke der politischen Weltliteratur.}}', '']",Lückentext
1656110441393,e%und7|@]6,1670504938,2086,[],"['scrutiny', '[sound:scrutiny_us_1.mp3]', 'Kontrolle (nicht vetting)', 'Prüfung<br>Untersuchung<br>Wahlprüfung<br>Musterung<br>', 'late Middle English: from Latin scrutinium, from scrutari ‘to search’ (originally ‘sort rubbish’, from scruta ‘rubbish’). Early use referred to the taking of individual votes in an election procedure<br>', '5', 'to [inspect] with [great] [detail]', 'the policy came under scrutiny last month<br>', 'http://scrutiny.urbanup.com/67865', 'theres a tiny [scar] on [the right side] of her upper thigh [righ] next to her... yea she may not want me to say that', '', '']",English old
1656111035899,dY@_n[v/uz,1656111035,1553,[],"['Die Debatte ob {{c1::es in der Natur des Menschen liegt Krieg zu führen}} hatte während der Aufklärung zwischen {{c2::Hobbes}} ({{c4::der das bejaht hatte}}) und {{c3::Rousseau}} ({{c4::der das verneint hatte}}) ihren Höhepunkt.', '<img src=""licensed-image-8a8a95f6fe5be5f519941f2c552a3d1ff48472db.jpg""><br>VS<br><img src=""Jean-Jacques_Rousseau_(painted_portrait).jpg"">']",Lückentext
1656111866619,Pt!d]@G0T%,1662773862,0,[],"['kin', '[sound:kin_us_1.mp3]', 'Verwandte', 'Verwandtschaft<br>Sippe<br>verwandt<br>', 'Old English cynn, of Germanic origin; related to Dutch kunne, from an Indo-European root meaning ‘give birth to’, shared by Greek genos and Latin genus ‘race’<br>', '6', 'a kin is a character (or characters, you can have more than one kin) you [associate]/identify with. [kins] are to help you express yourself, [comfort] you etc.', ""he is expected to make a payment to his wife's kin<br>"", 'http://kin.urbanup.com/15090368', 'I kin [shuichi saihara] from drv3.', '', '']",English old
1656117229860,"NWa^ctJ{,R",1656157306,1557,[],"['{{c2::Alexander der Große}} hat etwas geschafft was sowohl {{c3::die Athener}} als auch {{c3::die Spartaner}} nicht geschafft haben. Er hat {{c1::die Perser geschlagen und das dazugehörige Reich zerstört}}', '']",Lückentext
1656117354586,Fqi4}]*PF9,1656117354,1555,[],"['{{c2::Napoleon::späterer Kriegsherr}} war besessen von {{c1::Alexander dem Großen::historischer Kriegsherr}}', '<img src=""napoleon-napoleon-pferd-100~_v-Podcast.jpg"">']",Lückentext
1656117543176,MvQL=:WCCM,1656117543,1555,[],"['Hauptsächlich weil {{c1::Alexander der Große}} {{c2::zwar gut im Krieg führen war, aber nicht im Dinge aufbauen}}, ist {{c3::sein Reich direkt nach ihm untergegangen in die drei Hellenistischen Königreiche}}', '<img src=""hellenistic-world-300bc.jpg"">']",Lückentext
1656117653227,rZ@*o8rY)D,1656117653,1555,[],"['{{c1::Alexander der Große}} hat {{c2::die absolute Monarchie::politische Idee}} von {{c3::Persien}} nach Europa gebracht', '']",Lückentext
1656117841061,Dd^We=Gzw1,1656117841,1555,[],"['Die Frau von {{c2::Alexander des Großen}} war {{c1::Roxane}}', '<img src=""1024px-Alexander_The_Greate_and_Roxane_by_Rotari_1756.jpg"">']",Lückentext
1656118031207,BfJ}Mu0#`3,1662773862,0,[],"['emulate', '[sound:emulate_us_1.mp3]', 'nacheifern', 'nachahmen<br>nachbilden<br>wetteifern<br>', 'late 16th century: from Latin aemulat- ‘rivalled, equaled’, from the verb aemulari, from aemulus ‘rival’<br>', '6', 'to [imitate], to [strive] to [equal]', 'lesser men trying to emulate his greatness<br>', 'http://emulate.urbanup.com/2584689', '[mike] tried to emulate [spider-man], now [hes dead] :)', '', '']",English old
1656118614356,D*UwXUvCzo,1662773862,0,[],"['dwindle', '[sound:dwindle_us_1.mp3]', 'schwinden', 'schrumpfen<br>nachlassen<br>zusammenschrumpfen<br>abnehmen<br>', 'late 16th century: frequentative of Scots and dialect dwine ‘fade away’, from Old English dwīnan, of Germanic origin; related to Middle Dutch dwīnen and Old Norse dvína<br>', '9', '[A situation] or [problem].', 'traffic has dwindled to a trickle<br>', 'http://dwindle.urbanup.com/1301256', 'Im in [sort of] a dwindle, [can you] [help me out].', '', '']",English old
1656118772168,DM~YV0>(Lj,1656118772,1555,[],"['ein großer spiritueller Unterschied zwischen dem Mahayana-Buddhismus und dem Theravada-Buddhismus ist, dass {{c2::Buddha ein wirklicher Gott ist}} und {{c1::das Nirvana wirklich wie ein Himmel aussieht}}', '<img src=""paste-c29d85876ffab0cf68a4550d4d8f059079e6de5c.jpg""><br>Mahayana-Vorstellung vom Nirvana']",Lückentext
1656164834499,lCs$)3Z6d~,1656164834,1560,[],"['{{c2::Tenochtitlan}} ist {{c1::die ehemalige (untergegangene) Hauptstadt des Atztekenreiches}}', '<img src=""TenochtitlanModel.JPG"">']",Lückentext
1656164914929,ByVbSjfzDj,1656164914,1560,[],"['{{c2::Hernan Cortes}} ist {{c1::der spanische Eroberer des Atztekenreiches}}', '<img src=""Retrato_de_Hernán_Cortés.jpg"">']",Lückentext
1656164976464,gdqjD6R#1w,1662773862,0,[],"['chieftain', '[sound:chieftain_us_1.mp3]', 'Häuptling', 'Stammesführer<br>', 'Middle English and Old French chevetaine, from late Latin capitaneus (see captain). The spelling was altered by association with chief<br>', '9', '1. a [tough guy], a [superstar]. Basically used to refer either ironically or jokingly to one of [your boys]. 2. Alternately may be used to refer to a guy whose name you forgot.', 'powerful feudal chieftains<br>', 'http://chieftain.urbanup.com/1684315', '1. ""Hey chieftain, are we going to the game saturday or what?"" 2. guy: ""Larry, hey, remember, we met at that [wedding] [last summer]?!"" you: hey chieftain, good to see you. Let\'s [catch up] soon.""', '', '']",English old
1656165104788,dlgH%Gp-=z,1662773862,0,[],"['bliss', '[sound:bliss_us_1.mp3]', 'Wonne', 'Glückseligkeit<br>Glück<br>Seligkeit<br>Freude<br>', 'Old English blīths, bliss, of Germanic origin; related to blithe<br>', '6', 'complete, [utter] happiness without any complaints. Like a feeling of [floating] [on cloud nine]', 'she gave a sigh of bliss<br>', 'http://bliss.urbanup.com/4050558', 'Today I was driving with John and saw [this love] [bug], it was [blissful].', '', '']",English old
1656165530566,l~k_ZSa4kG,1656165530,1560,[],"['Roms Entscheidung {{c1::Germanen für sich kämpfen zu&nbsp;lassen und sie einzubürgern}} hat dazu geführt, dass {{c2::alles viel dezentraler wurde}} was schließlich dazu geführt hat, dass {{c3::Westrom untergegangen ist}}', '']",Lückentext
1656166120767,KBMR8)edb],1656166120,1560,[],"['Die drei wichtigen Dinge die Kaiser Konstantin gemacht hat waren:<br>[[oc1::1.: Mailänder Vereinbarung (Religionsfreiheit)<br>]]<br>[[oc2::2.: Hauptstadt nach Byzanz verlegt und zu Konstantinopel umbenannt]]<br>[[oc3::3.: 1. Konzil von Nicäa (Christen vereinigt)<br><img src=""Nicaea_icon.jpg""><br>]]', '', '', '', '1,1,0 | n,n,n,n', 'Die drei wichtigen Dinge die Kaiser Konstantin gemacht hat waren:<br>{{c1::1.: Mailänder Vereinbarung (Religionsfreiheit)<br>}}<br>...<br>...', 'Die drei wichtigen Dinge die Kaiser Konstantin gemacht hat waren:<br>1.: Mailänder Vereinbarung (Religionsfreiheit)<br><br>{{c2::2.: Hauptstadt nach Byzanz verlegt und zu Konstantinopel umbenannt}}<br>...', 'Die drei wichtigen Dinge die Kaiser Konstantin gemacht hat waren:<br>...<br>2.: Hauptstadt nach Byzanz verlegt und zu Konstantinopel umbenannt<br>{{c3::3.: 1. Konzil von Nicäa (Christen vereinigt)<br><img src=""Nicaea_icon.jpg""><br>}}', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'Die drei wichtigen Dinge die Kaiser Konstantin gemacht hat waren:<br>{{c21::1.: Mailänder Vereinbarung (Religionsfreiheit)<br>}}<br>{{c21::2.: Hauptstadt nach Byzanz verlegt und zu Konstantinopel umbenannt}}<br>{{c21::3.: 1. Konzil von Nicäa (Christen vereinigt)<br><img src=""Nicaea_icon.jpg""><br>}}']",Cloze (overlapping)
1656166461080,CSH<>=3N{e,1656166461,1560,[],"['{{c2::Die Hagia Sophia}} wurde unter {{c1::Kaiser Justinian::Herrscher?}} ung. im Jahr {{c3::500 n.Chr.}} gebaut', '<img src=""1920px-Hagia_Sophia_Mars_2013.jpg"">']",Lückentext
1656166558787,IpFF@C}W#D,1656166558,1560,[],"['{{c1::Romulus Augustulus&nbsp;}}&nbsp;ist {{c2::der letzte Kaiser des&nbsp;Weströmischen Reiches, der in&nbsp;Italien&nbsp;herrschte}}', '<img src=""RomulusAugustus.jpg"">']",Lückentext
1656166700093,szoa]X>Awd,1656166700,1560,[],"['Der größte religiöse Unterschied zwischen der orthodoxen Kirche und der katholischen ist, {{c1::wann Ostern stattfindet.}}', '']",Lückentext
1656166762772,N8c7dSx.x:,1656166762,1560,[],"['Während das Oberhaupt der katholischen Kirche der Papst ist, ist der Oberhaupt der orthodoxen Kirche {{c1::der Patriarch}}', '<img src=""165287366-h-720.jpg"">']",Lückentext
1656166829068,bT^}sxeHes,1656166829,1560,[],"['Der größte politische Unterschied zwischen der orthodoxen Kirche und der katholischen ist der, dass {{c1::der Papst sich nicht dem König beugen muss, allerdings der Patriarch schon}}', '']",Lückentext
1656166870584,PuEP*ZO$3<,1656166915,1560,[],"['Der größte politische Unterschied zwischen der orthodoxen Kirche und der katholischen ist der, dass der Papst sich nicht dem König beugen muss, allerdings der Patriarch schon, was daran liegt, dass {{c1::Kaiser Konstantin früh das Christentum in Ostrom unter seine Herrschaft gebracht hat, während es im Westen keinen Kaiser gab}}', '']",Lückentext
1656167156089,b:<nG7q;_B,1656167156,1560,[],"['Ein Hauptproblem,was das {{c2::Umayyaden-Reich}} hatte war, dass {{c3::arabische Muslime besser waren als andere Muslime, was konträr zum Koran stand}}. U.a. deshalb {{c1::wurden sie von den Abbasiden abgelöst}}', '']",Lückentext
1656167212607,o9A`&`8^on,1656167212,1560,[],"['Was war Mohammed vor seiner Offenbarung?', 'Ein Karawanenhändler']",Einfach
1656167740178,Bzq`|>0Xh-,1656167740,1560,[],"['Die Vorstellung, dass {{c1::man nach dem Tod 72 Jungfrauen im Himmel trifft}} steht {{c2::nicht im Koran sondern in einem schlecht belegten Seitenbuch von dem Hadith an den viele Muslime nicht glauben::wo?}}', '']",Lückentext
1656167988800,"NzcvNLF<,-",1656167988,1560,[],"['Während {{c2::Mohammeds}} Lebzeit war Arabien eingeengt zwischen zwei verfeindeten Reichen : {{c1::das byzantische Reich und das Sassanidenreich}}', '<img src=""paste-3e4f83b48ad0bd4e1911e076bf93293f55827d68.jpg"">']",Lückentext
1656168850051,F%1}SAL`5U,1656168850,1560,[],"['Der Grund weshalb Mohammed und sein Stamm namens {{c2::Quraisch}} sich in die Haare gekriegt haben (was dann später die {{c3::Schlacht von Badr::Schlacht}} auslöste) war, dass {{c1::Mohammed stark monotheistisch war, aber die Quraisch Mekka als Pilgerfahrtsort für den Polytheismus behalten wollten, weil sie gutes Geld damit verdient haben}}', '']",Lückentext
1656171834903,c*lL#s?Ix^,1656171834,1560,[],"['{{c1::Wenn man viele Aufgaben hat, dann sollte man mit der schweirigsten anfangen}}. Das wird auch {{c2::Eating the frog}} genannt', '']",Lückentext
1656247818487,CK&.1deLmq,1661679812,1654,[],"['Die Vorstellung, dass {{c1::Afrika ein Reich voller Gold und Reichtümer ist}}, wurde den Europäern hauptsächlich durch {{c2::die Pilgerfahrt von Mansa Musa}} bewusst ', '<img src=""goldkoenig-1107172720-jpg--85407-.jpg"">']",Lückentext
1656248310364,vzD(<*d9{F,1656248310,1563,[],"['wie können wir ein neues Element für das DOM erstellen, und was ist dabei zu beachten?', 'document.createElement(element)<br>z.b. durch<br><img src=""paste-bca1c3cd0aacf465c7cbcb13e1715395fd273922.jpg""><br>wir müssen dabei beachten, dass das Element noch keinen Platz hat und es erst angefügt werden muss bevor es sichtbar wird']",Einfach
1656248473047,Kk[FhUT3`Y,1656248473,1563,[],"['<table class=""highlighttable""><tbody><tr><td><div class=""highlight""><pre><code><span class=""c1"">//creating a new paragraph</span><br>   <span class=""kd"">var</span> <span class=""nx"">p</span> <span class=""o"">=</span> <span class=""nb"">document</span><span class=""p"">.</span><span class=""nx"">createElement</span><span class=""p"">(</span><span class=""s2"">""p""</span><span class=""p"">);</span><br>   {{c2::<span class=""kd"">var</span> <span class=""nx"">node</span> <span class=""o"">=</span> <span class=""nb"">document</span><span class=""p"">.</span><span class=""nx"">createTextNode</span><span class=""p"">(</span><span class=""s2"">""Some new text""</span><span class=""p"">);::node als text element erstellen</span>}}<br>   <span class=""c1"">//adding the text to the paragraph</span><br>   <br></code>{{c1::<span class=""nx"">p</span><span class=""p"">.</span><span class=""nx"">appendChild</span><span class=""p"">(</span><span class=""nx"">node</span><span class=""p"">);::node als kind von p hinzufügen?</span>}}</pre></div></td></tr></tbody></table><br>', '']",Lückentext
1656248555300,"LQin:FHOe,",1656248555,1563,[],"['<table class=""highlighttable""><tbody><tr><td><div class=""highlight""><pre><code><span class=""kd"">var</span> <span class=""nx"">parent</span> <span class=""o"">=</span> <span class=""nb"">document</span><span class=""p"">.</span><span class=""nx"">getElementById</span><span class=""p"">(</span><span class=""s2"">""demo""</span><span class=""p"">);</span><br>    <span class=""kd"">var</span> <span class=""nx"">child</span> <span class=""o"">=</span> <span class=""nb"">document</span><span class=""p"">.</span><span class=""nx"">getElementById</span><span class=""p"">(</span><span class=""s2"">""p1""</span><span class=""p"">);</span><br>    <br></code>{{c1::<span class=""nx"">parent</span><span class=""p"">.</span><span class=""nx"">removeChild</span><span class=""p"">(</span><span class=""nx"">child</span><span class=""p"">);::child löschen</span>}}</pre></div></td></tr></tbody></table><br>', '']",Lückentext
1656248617844,M9X.lnpE4?,1656248617,1563,[],"['<table class=""highlighttable""><tbody><tr><td><div class=""highlight""><pre><code><span class=""kd"">var</span> <span class=""nx"">p</span> <span class=""o"">=</span> <span class=""nb"">document</span><span class=""p"">.</span><span class=""nx"">createElement</span><span class=""p"">(</span><span class=""s2"">""p""</span><span class=""p"">);</span><br>    <span class=""kd"">var</span> <span class=""nx"">node</span> <span class=""o"">=</span> <span class=""nb"">document</span><span class=""p"">.</span><span class=""nx"">createTextNode</span><span class=""p"">(</span><span class=""s2"">""This is new""</span><span class=""p"">);</span><br>    <span class=""nx"">p</span><span class=""p"">.</span><span class=""nx"">appendChild</span><span class=""p"">(</span><span class=""nx"">node</span><span class=""p"">);</span><br><br>    <span class=""kd"">var</span> <span class=""nx"">parent</span> <span class=""o"">=</span> <span class=""nb"">document</span><span class=""p"">.</span><span class=""nx"">getElementById</span><span class=""p"">(</span><span class=""s2"">""demo""</span><span class=""p"">);</span><br>    <span class=""kd"">var</span> <span class=""nx"">child</span> <span class=""o"">=</span> <span class=""nb"">document</span><span class=""p"">.</span><span class=""nx"">getElementById</span><span class=""p"">(</span><span class=""s2"">""p1""</span><span class=""p"">);</span><br>    <br></code>{{c1::<span class=""nx"">parent</span><span class=""p"">.</span><span class=""nx"">replaceChild</span><span class=""p"">(</span><span class=""nx"">p</span><span class=""p"">,</span> <span class=""nx"">child</span><span class=""p"">);::p durch child ersetzen?</span>}}</pre></div></td></tr></tbody></table><br>', '']",Lückentext
1656249071034,P_2tJT4qkb,1656249071,1563,[],"['In Javascript können wir Animation in der art realiseren, dass {{c1::wir die Properties eines Objekts einfach in einem sehr schnellen Intervall ändern}}', '<img src=""paste-934c662a89134165b67065074d044d80853484aa.jpg"">']",Lückentext
1656249371831,u}.:]~W6KI,1656249371,1563,[],"['<table class=""highlighttable""><tbody><tr><td><div class=""highlight""><pre><code><span class=""kd"">var</span> <span class=""nx"">pos</span> <span class=""o"">=</span> <span class=""mf"">0</span><span class=""p"">;</span> <br>  <span class=""c1"">//our box element</span><br>  <span class=""kd"">var</span> <span class=""nx"">box</span> <span class=""o"">=</span> <span class=""nb"">document</span><span class=""p"">.</span><span class=""nx"">getElementById</span><span class=""p"">(</span><span class=""s1"">\'box\'</span><span class=""p"">);</span><br>  <span class=""kd"">var</span> <span class=""nx"">t</span> <span class=""o"">=</span> <span class=""nx"">setInterval</span><span class=""p"">(</span><span class=""nx"">move</span><span class=""p"">,</span> <span class=""mf"">10</span><span class=""p"">);</span><br><br>  <span class=""kd"">function</span> <span class=""nx"">move</span><span class=""p"">()</span> <span class=""p"">{</span><br>      <span class=""k"">if</span><span class=""p"">(</span><span class=""nx"">pos</span> <span class=""o"">&gt;=</span> <span class=""mf"">150</span><span class=""p"">)</span> <span class=""p"">{</span><br>          {{c1::<span class=""nx"">clearInterval</span><span class=""p"">(</span><span class=""nx"">t</span><span class=""p"">);::Intervall t löschen (also ""move"" nicht mehr ausführen))</span>}}<br>      <span class=""p"">}</span><br>      <span class=""k"">else</span> <span class=""p"">{</span><br>          <span class=""nx"">pos</span> <span class=""o"">+=</span> <span class=""mf"">1</span><span class=""p"">;</span><br>          <span class=""nx"">box</span><span class=""p"">.</span><span class=""nx"">style</span><span class=""p"">.</span><span class=""nx"">left</span> <span class=""o"">=</span> <span class=""nx"">pos</span><span class=""o"">+</span><span class=""s1"">\'px\'</span><span class=""p"">;</span><br>      <span class=""p"">}</span><br>  <span class=""p"">}</span><br></code></pre></div></td></tr></tbody></table><br>', '']",Lückentext
1656374702854,i~ePTp$5[F,1656374702,1566,[],"['Unter&nbsp;{{c1::Analgesie&nbsp;}}versteht {{c2::man eine Aufhebung bzw. Unterdrückung der Schmerzempfindung.}}', '']",Lückentext
1656540927103,LYmQS,1656540957,1572,[],"['{{c1::Mediävistik}} ist {{c2::Mittelalterforschung}} ', '']",Lückentext
1656702397961,"Dxdp~,J0&L",1662773862,0,[],"['lure', '[sound:lure_us_1.mp3]', 'locken', 'anlocken<br>Köder<br>Verlockung<br>ködern<br>', 'Middle English: from Old French luere, of Germanic origin; probably related to German Luder ‘bait’<br>', '6', '[Lure] suggests the [use] of something that attracts, like ""[bait]"".', 'the child was lured into a car but managed to escape<br>', 'http://lure.urbanup.com/2559865', 'Industry often lures [scientists] from [universities] by [offering] them huge salaries.', '', '']",English old
1656702669637,L@){&wp=zy,1662773862,0,[],"['sinister', '[sound:sinister_us_1.mp3]', 'unheimlich', 'düster<br>finster<br>böse<br>unheilvoll<br>', 'late Middle English (in the sense ‘malicious, underhand’): from Old French sinistre or Latin sinister ‘left’<br>', '6', ""[Sinister] means evil. It comes from the Italian word sinistra, meaning left. When children reached for something with their left hand it was hit, as [left handedness] was considered to be a sign of the devil. Of course, this [didn't happen] much outside of Italy."", 'there was something sinister about that murmuring voice<br>', 'http://sinister.urbanup.com/617867', 'You sinister [child]!', '', '']",English old
1656704671433,uYnGzrj3A),1656704671,1570,[],"['was besagt das Momentum-Prinzip?', 'Das man einfache Tätigkeiten nutzen kann um direkt danach etwas schwieriges zu machen (das momentum nutzen)']",Einfach
1656709499269,zi)IH,1656709546,1572,[],"['{{c1::Npm}} übernimmt bei {{c2::Javascript}} die gleiche Rolle wie PIP bei Python', '']",Lückentext
1656709690051,Qmdht9@h:`,1656709690,1570,[],"['wie erschaffen wir mithilfe von npm ein neues projekt?', '<img src=""paste-2e754653837cb655794e8de959d25bfc98a31850.jpg""><br>in die Command-Leiste eingeben']",Einfach
1656710462488,-`MqY=QK=,1662773862,0,[],"['leverage', '[sound:leverage_us_1.mp3]', 'Druckmittel', 'Hebelwirkung<br>Einfluss<br>Verschuldungsgrad<br>', '', '4', 'This is an [object] or an idea that gives the [user] an [advantage] in dealmaking', ""my spade hit something solid that wouldn't respond to leverage<br>"", 'http://leverage.urbanup.com/15014816', '[bramwell] used his leverage to [avoid] [death]', '', '']",English old
1656769820338,u/Hf`I9Qu<,1662773862,0,[],"['wallow', '[sound:wallow_us_1.mp3]', 'sich suhlen', 'sich  wälzen<br>Suhle<br>', 'Old English walwian ‘to roll about’, of Germanic origin, from an Indo-European root shared by Latin volvere ‘to roll’<br>', '9', 'The act of doing an [assortment] of activities such as; watching [sappy] movies, eating absurd amounts of junk food, crying, sleeping, and talking with friends after a particuarly [bad break up].  Usually directed towards girls.  It helps get over the pain of breaking up by taking usually a few days of this to get over the significant other.', 'watering places where buffalo liked to wallow<br>', 'http://wallow.urbanup.com/1528599', 'After the [break up] with Andrew, [Laura] spent the rest of her vacation [wallowing] in her house.', '', '']",English old
